Event,Filename,ID,Artist,Title,Game,Reason
request,DonkeyKongCountry3DixieKongsDoubleTrouble_Unbearable.mp3,OCR02806,Brandon Strader,Unbearable,Donkey Kong Country 3,Removed by request
request,SilentHill4TheRoom_WeepingAngel.mp3,OCR02825,Brandon Strader,Weeping Angel,Silent Hill 4,Removed by request
request,MegaMan9_LadyintheWater.mp3,OCR02841,Brandon Strader,Lady in the Water,Mega Man 9,Removed by request
request,DarksidersII_DeathLives.mp3,OCR02851,Brandon Strader,Death Lives,Darksiders II,Removed by request
request,TheGrinch_WhovianWaltz.mp3,OCR02871,Brandon Strader,Whovian Waltz,Grinch,Removed by request
request,CastlevaniaIISimonsQuest_DavidsQuest.mp3,OCR02881,Brandon Strader,David's Quest,Castlevania II,Removed by request
request,TheLegendofZeldaOracleofSeasons_ILikeLikeLikeYou.mp3,OCR02894,Brandon Strader,"I Like, Like Like You",Legend of Zelda: Oracle of Seasons,Removed by request
request,DarkCloud2_AStarlitTempleforTwo.mp3,OCR02903,Brandon Strader,A Starlit Temple for Two,Dark Cloud 2,Removed by request
request,SonicColors_Gone.mp3,OCR02916,Brandon Strader,Gone,Sonic Colors,Removed by request
request,InazumaEleven_Legendary.mp3,OCR02923,Brandon Strader,Legendary,Inazuma Eleven,Removed by request
request,SuperMarioLand_SuperChaiTeaLatte.mp3,OCR02944,Brandon Strader,Super Chai Tea Latte,Super Mario Land,Removed by request
request,SonicColors_FindMyOwnWay.mp3,OCR02958,Brandon Strader + Level 99,Find My Own Way,Sonic Colors,Removed by request
request,MegaManX4_MyChoice.mp3,OCR02965,Brandon Strader,My Choice,Mega Man X4,Removed by request
request,SuperMario64_ProgMario.mp3,OCR02971,Brandon Strader,Prog Mario,Super Mario 64,Removed by request
request,PokemonRedBlue_Infernal.mp3,OCR02981,Brandon Strader,Infernal,Pokémon Red Version,Removed by request
request,MegaMan10_GoingCommando.mp3,OCR03007,Brandon Strader,Going Commando,Mega Man 10,Removed by request
request,TheWalkingDead_Redemption.mp3,OCR03010,Brandon Strader,Redemption,Walking Dead: Season One,Removed by request
request,AceCombat6_TheLimit.mp3,OCR03024,Brandon Strader,The Limit,Ace Combat 6,Removed by request
request,FinalFantasyVI_Mogstradamus.mp3,OCR03051,Brandon Strader,Mogstradamus,Final Fantasy VI,Removed by request
request,CastlevaniaBloodlines_SeasonoftheWitch.mp3,OCR03061,Brandon Strader,Season of the Witch,Castlevania: Bloodlines,Removed by request
request,Portal2_DontEvenTry.mp3,OCR03073,Brandon Strader,Don't Even Try,Portal 2,Removed by request
request,SonicCD_TemporalDuality.mp3,OCR03092,Brandon Strader,Temporal Duality,Sonic CD,Removed by request
request,Portal2_ISurvive.mp3,OCR03103,Brandon Strader,I Survive!,Portal 2,Removed by request
request,CallofDutyGhosts_BlackwaterOps.mp3,OCR03111,Brandon Strader,Blackwater Ops,Call of Duty: Ghosts,Removed by request
request,FinalFantasyII_CastellumInfernum.mp3,OCR03157,Brandon Strader,Castellum Infernum,Final Fantasy II,Removed by request
request,DragonBallZLegendarySuperWarriors_SuperSandLegend.mp3,OCR03170,Brandon Strader,Super Sand Legend,Dragon Ball Z: Legendary Super Warriors,Removed by request
request,FinalFantasyII_Rebirth.mp3,OCR03179,Brandon Strader,Rebirth,Final Fantasy II,Removed by request
request,StarOceanTheLastHope_Serenity.mp3,OCR03180,Brandon Strader,Serenity,Star Ocean: The Last Hope - International,Removed by request
request,FinalFantasyIX_IAmGonnaStopEventually.mp3,OCR03208,Brandon Strader,I Am Gonna Stop Eventually,Final Fantasy IX,Removed by request
request,MetalGearSolid4GunsofthePatriots_LikeaDamnFiddle.mp3,OCR03239,Brandon Strader,Like a Damn Fiddle,Metal Gear Solid 4,Removed by request
request,BeyondTwoSouls_VengefulSpirits.mp3,OCR03243,Brandon Strader,Vengeful Spirits,Beyond: Two Souls,Removed by request
request,SuperCastlevaniaIV_BringingOuttheDead.mp3,OCR03246,Brandon Strader,Bringing Out the Dead,Super Castlevania IV,Removed by request
request,GuildWars2_EmbracetheNight.mp3,OCR03260,Brandon Strader + Cheryl Norfair,Embrace the Night,Guild Wars 2,Removed by request
request,NintendoLand_OntheWind.mp3,OCR03305,Brandon Strader,On the Wind,Nintendo Land,Removed by request
request,AceCombatZero_Guinevere.mp3,OCR03322,Brandon Strader,Guinevere,Ace Combat Zero,Removed by request
request,KirbysAdventure_SilverandGold.mp3,OCR03342,Brandon Strader,Silver and Gold,Kirby's Adventure,Removed by request
request,FinalFantasyIX_BlakkMajik.mp3,OCR03349,Brandon Strader + Jeff Ball,Blakk Majik,Final Fantasy IX,Removed by request
request,TotheMoon_Rabbit.mp3,OCR03381,Brandon Strader,Rabbit,To the Moon,Removed by request
request,ChronoCross_TimelessCalamity.mp3,OCR03403,Brandon Strader,Timeless Calamity,Chrono Cross,Removed by request
request,TheLegendofZeldaALinktothePast_JazzofZelda.mp3,OCR00187,Nicke Widén,Jazz of Zelda,The Legend of Zelda: A Link to the Past,Removed by request
request,Persona_SatomiTadashiNorthsideRx.mp3,OCR00915,Dale North,Satomi Tadashi Northside Rx,Persona,Removed by request
April Fools 2003,ChronoTrigger_CoolCoolSchala.mp3,unknown,Rob Saunders,Cool Cool Schala,Chrono Trigger,"April Fools' Day prank, removed next day"
April Fools 2003,DarkwingDuck_FowlJive.mp3,unknown,Digital Coma,Fowl Jive,Darkwing Duck,"April Fools' Day prank, removed next day"
April Fools 2004,FinalFantasy_RetentionsofConflict.mp3,OCR01150,Protricity,Retentions of Conflict,Final Fantasy,"April Fools' Day prank, removed next day"
April Fools 2005,RoadRash_sierranevadatan.mp3,OCR01337,analoq,sierra nevada-tan,Road Rash,"April Fools' Day prank, removed next day.  Replaced by OCR01337 (sierra nevada-tan) final version on Apr 6th."
April Fools 2005,MaddenNFL2005_PigskinPower.mp3,OCR01338,GrayLightning + Liontamer,Pigskin Power,Madden NFL 2005,"April Fools' Day prank, removed next day"
